0.000000E+00,-3.490617E-05,1.314207E-09
8.248460E-02,-3.490615E-05,1.514070E-10
1.649678E-01,-3.558840E-05,1.526789E-10
2.474631E-01,-3.524728E-05,-5.154106E-11
3.299496E-01,-3.558839E-05,-6.190806E-11
4.124432E-01,-3.513358E-05,-2.314298E-12
4.949291E-01,-3.536100E-05,-1.435085E-10
5.774137E-01,-3.570214E-05,1.021169E-10
6.598977E-01,-3.592954E-05,3.851689E-11
7.423906E-01,-3.501986E-05,3.031251E-11
8.248669E-01,-3.467873E-05,-2.126711E-11
9.073605E-01,-3.513361E-05,3.075774E-11
9.898362E-01,-3.501986E-05,-1.517766E-10
1.072322E+00,-3.513354E-05,-4.524454E-11
1.154823E+00,-3.524725E-05,-5.007823E-11
1.237305E+00,-3.558839E-05,-1.878385E-10
1.319791E+00,-3.592954E-05,-4.581695E-11
1.402268E+00,-3.604329E-05,1.167771E-11
1.484743E+00,-3.683923E-05,1.915385E-10
1.567223E+00,-3.661184E-05,-5.669277E-11
1.649706E+00,-3.615697E-05,-2.064101E-10
1.732182E+00,-3.592958E-05,-8.601296E-11
1.814670E+00,-3.581583E-05,-1.274173E-10
1.897164E+00,-3.627070E-05,1.396730E-11
1.979656E+00,-3.638441E-05,1.568451E-11
2.080441E+00,9.999239E-02,2.582200E-09
2.162908E+00,9.999204E-02,2.242130E-09
2.245378E+00,9.999259E-02,1.900343E-09
2.327848E+00,9.999315E-02,1.782620E-09
2.410323E+00,9.999283E-02,1.733648E-09
2.492807E+00,9.999282E-02,1.676408E-09
2.575278E+00,9.999271E-02,1.833182E-09
2.657743E+00,9.999305E-02,1.706491E-09
2.740213E+00,9.999212E-02,1.703565E-09
2.822686E+00,9.999242E-02,1.670240E-09
2.905156E+00,9.999284E-02,1.605621E-09
2.987633E+00,9.999212E-02,1.584951E-09
3.070099E+00,9.999197E-02,1.494956E-09
3.152572E+00,9.999238E-02,1.523259E-09
3.235048E+00,9.999294E-02,1.765066E-09
3.317532E+00,9.999193E-02,1.628772E-09
3.400021E+00,9.999146E-02,1.561483E-09
3.482497E+00,9.999204E-02,1.537506E-09
3.564963E+00,9.999245E-02,1.494893E-09
3.647439E+00,9.999281E-02,1.488343E-09
3.729903E+00,9.999305E-02,1.511112E-09
3.812377E+00,9.999235E-02,1.588894E-09
3.894862E+00,9.999232E-02,1.660316E-09
3.977337E+00,9.999175E-02,1.668902E-09
4.059811E+00,9.999193E-02,1.619232E-09
4.160604E+00,1.999927E-01,4.296535E-09
4.243105E+00,1.999921E-01,3.905969E-09
4.325607E+00,1.999926E-01,3.660728E-09
4.408091E+00,1.999930E-01,3.608193E-09
4.490582E+00,1.999916E-01,3.457906E-09
4.573077E+00,1.999935E-01,3.584536E-09
4.655570E+00,1.999926E-01,3.422738E-09
4.738069E+00,1.999921E-01,3.354303E-09
4.820554E+00,1.999927E-01,3.249490E-09
4.903047E+00,1.999929E-01,3.178703E-09
4.985535E+00,1.999931E-01,3.164775E-09
5.068022E+00,1.999931E-01,3.248410E-09
5.150508E+00,1.999926E-01,3.329372E-09
5.233013E+00,1.999924E-01,3.369059E-09
5.315498E+00,1.999914E-01,3.414342E-09
5.397978E+00,1.999919E-01,3.204080E-09
5.480470E+00,1.999922E-01,3.162867E-09
5.562953E+00,1.999927E-01,3.121588E-09
5.645446E+00,1.999923E-01,3.130302E-09
5.727929E+00,1.999925E-01,3.250444E-09
5.810416E+00,1.999929E-01,3.345273E-09
5.892916E+00,1.999917E-01,3.302660E-09
5.975412E+00,1.999926E-01,3.338021E-09
6.057903E+00,1.999931E-01,3.211394E-09
6.140407E+00,1.999921E-01,3.043873E-09
6.241176E+00,2.999714E-01,5.781726E-09
6.323652E+00,2.999719E-01,5.607332E-09
6.406132E+00,2.999712E-01,5.539851E-09
6.488599E+00,2.999717E-01,5.418567E-09
6.571077E+00,2.999709E-01,5.278902E-09
6.653563E+00,2.999714E-01,5.113479E-09
6.736044E+00,2.999716E-01,5.162453E-09
6.818523E+00,2.999719E-01,5.002433E-09
6.901001E+00,2.999719E-01,4.822637E-09
6.983481E+00,2.999727E-01,4.886619E-09
7.065959E+00,2.999715E-01,5.035822E-09
7.148434E+00,2.999710E-01,4.990031E-09
7.230913E+00,2.999707E-01,5.035695E-09
7.313388E+00,2.999703E-01,5.037984E-09
7.395863E+00,2.999715E-01,4.874851E-09
7.478342E+00,2.999701E-01,4.823526E-09
7.560815E+00,2.999715E-01,4.860478E-09
7.643299E+00,2.999715E-01,4.817994E-09
7.725777E+00,2.999718E-01,4.920325E-09
7.808259E+00,2.999713E-01,5.047781E-09
7.890738E+00,2.999712E-01,4.937116E-09
7.973204E+00,2.999710E-01,4.898255E-09
8.055686E+00,2.999708E-01,4.886427E-09
8.138171E+00,2.999713E-01,4.817866E-09
8.220662E+00,2.999717E-01,4.919243E-09
8.321424E+00,3.999918E-01,7.634581E-09
8.403908E+00,3.999916E-01,7.473356E-09
8.486381E+00,3.999907E-01,7.431381E-09
8.568848E+00,3.999906E-01,7.225823E-09
8.651328E+00,3.999915E-01,7.148865E-09
8.733799E+00,3.999910E-01,6.862921E-09
8.816279E+00,3.999929E-01,6.726566E-09
8.898759E+00,3.999923E-01,6.758301E-09
8.981243E+00,3.999919E-01,6.787428E-09
9.063719E+00,3.999912E-01,6.794870E-09
9.146204E+00,3.999906E-01,6.837928E-09
9.228683E+00,3.999915E-01,6.889637E-09
9.311161E+00,3.999906E-01,6.744817E-09
9.393641E+00,3.999905E-01,6.612401E-09
9.476116E+00,3.999910E-01,6.568135E-09
